name,year,selling_price,price,transmission,owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,2064000,136224,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,1789999,118140,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1576000,104016,Manual,First Owner
Toyota Innova Crysta 2.4 ZX AT,2020,2300000,151800,Automatic,First Owner
Toyota Innova Crysta 2.4 ZX MT,2016,1925000,127050,Manual,First Owner
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1680000,110880,Manual,First Owner
Toyota Innova Crysta 2.4 ZX MT BSIV,2016,1800000,118800,Manual,First Owner
Toyota Innova Crysta 2.5 VX BS IV,2011,800000,52800,Manual,First Owner
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,99000,Automatic,First Owner
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,2100000,138600,Automatic,First Owner
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,1925000,127050,Automatic,First Owner
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,1800000,118800,Automatic,First Owner
Toyota Innova Crysta 2.8 GX AT BSIV,2018,1745000,115170,Automatic,First Owner
Toyota Innova Crysta 2.8 GX AT BSIV,2017,1390000,91740,Automatic,First Owner
Toyota Innova Crysta 2.8 GX AT BSIV,2016,1575000,103950,Automatic,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,1850000,122100,Automatic,First Owner
Toyota Land Cruiser Prado VX L,2014,3500000,231000,Automatic,First Owner
Toyota Platinum Etios 1.4 GD,2017,632000,41712,Manual,First Owner
Toyota Platinum Etios 1.4 GXD,2018,730000,48180,Manual,First Owner
Toyota Platinum Etios 1.4 GXD,2017,550000,36300,Manual,First Owner
Toyota Qualis Fleet A3,2000,200000,13200,Manual,First Owner
Toyota Qualis FS B3,2002,229999,15180,Manual,First Owner
Toyota Qualis GS G1,2003,200000,13200,Manual,First Owner
Toyota Yaris V BSIV,2018,1000000,66000,Manual,First Owner
Toyota Yaris V CVT BSIV,2018,1100000,72600,Automatic,First Owner
Volkswagen Ameo 1.0 MPI Trendline,2019,480000,31680,Manual,First Owner
Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,36300,Manual,First Owner
Volkswagen Ameo 1.2 MPI Comfortline,2016,400000,26400,Manual,First Owner
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,42240,Manual,First Owner
Volkswagen Ameo 1.2 MPI Highline,2016,579000,38214,Manual,First Owner
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,650000,42900,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,2017,500000,33000,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,2018,600000,39600,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,52800,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,41250,Automatic,First Owner
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2016,540000,35640,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,39600,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline Plus,2019,800000,52800,Manual,First Owner
Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,2018,650000,42900,Automatic,First Owner
Volkswagen Ameo 1.5 TDI Trendline,2017,575000,37950,Manual,First Owner
Volkswagen GTI 1.8 TSI,2016,800000,52800,Automatic,First Owner
Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,26400,Manual,First Owner
Volkswagen Jetta 2.0L TDI Highline AT,2016,1350000,89100,Automatic,First Owner
Volkswagen Passat 1.8 TSI MT,2010,700000,46200,Manual,First Owner
Volkswagen Passat 2.0 TDI AT Highline,2012,900000,59400,Automatic,First Owner
Volkswagen Passat Highline DSG S,2008,585000,38610,Automatic,First Owner
Volkswagen Passat Highline DSG S (Spl. Edition),2012,799000,52734,Automatic,First Owner
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,37290,Manual,First Owner
Volkswagen Polo 1.0 TSI Highline Plus,2020,808000,53328,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2015,455000,30030,Manual,First Owner
Volkswagen Polo 1.2 MPI Comfortline,2019,635000,41910,Manual,First Owner
Volkswagen Polo 1.2 MPI Highline,2015,449000,29634,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2016,550000,36300,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2015,416000,27456,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2019,695000,45870,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,2020,260000,17160,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,2016,540000,35640,Manual,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2018,565000,37290,Manual,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,585000,38610,Manual,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,678000,44748,Manual,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2019,570000,37620,Manual,First Owner
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,36960,Manual,First Owner
Volkswagen Polo 2015-2019 1.2 MPI Highline Plus,2018,600000,39600,Manual,First Owner
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,42900,Manual,First Owner
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,591000,39006,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,550000,36300,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2012,300000,19800,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2011,220000,14520,Manual,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012,240000,15840,Manual,First Owner
Volkswagen Polo GT TSI,2016,675000,44550,Automatic,First Owner
Volkswagen Polo GT TSI BSIV,2014,574000,37884,Automatic,First Owner
Volkswagen Polo Petrol Comfortline 1.2L,2011,300000,19800,Manual,First Owner
Volkswagen Polo Petrol Highline 1.2L,2013,389000,25674,Manual,First Owner
Volkswagen Polo Petrol Highline 1.2L,2012,415000,27390,Manual,First Owner
Volkswagen Polo Petrol Trendline 1.2L,2012,310000,20460,Manual,First Owner
Volkswagen Polo Select 1.2 MPI Highline,2010,210000,13860,Manual,First Owner
Volkswagen Polo Select 1.5 TDI Highline,2016,560000,36960,Manual,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,58410,Automatic,First Owner
Volkswagen Vento 1.5 TDI Comfortline,2015,560000,36960,Manual,First Owner
Volkswagen Vento 1.5 TDI Comfortline,2017,750000,49500,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline,2017,900000,59400,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline,2014,565000,37290,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline AT,2016,1000000,66000,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,651000,42966,Automatic,First Owner
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,1290000,85140,Automatic,First Owner
Volkswagen Vento Diesel Highline,2013,450000,29700,Manual,First Owner
Volkswagen Vento Diesel Highline,2012,450000,29700,Manual,First Owner
Volkswagen Vento Konekt Diesel Highline,2014,575000,37950,Manual,First Owner
Volkswagen Vento Petrol Highline,2011,375000,24750,Manual,First Owner
Volkswagen Vento Petrol Trendline,2011,227000,14982,Manual,First Owner
Volvo S60 D4 SUMMUM,2016,1950000,128700,Automatic,First Owner
Volvo S60 D4 SUMMUM,2014,2500000,165000,Automatic,First Owner
Volvo S90 D4 Inscription BSIV,2019,5500000,363000,Automatic,First Owner
Volvo V40 D3 R-Design,2018,2475000,163350,Automatic,First Owner
Volvo XC40 D4 Inscription BSIV,2019,3800000,250800,Automatic,First Owner
Volvo XC40 D4 R-Design,2018,3400000,224400,Automatic,First Owner
Volvo XC60 Inscription D5 BSIV,2018,5500000,363000,Automatic,First Owner
Volvo XC90 T8 Excellence BSIV,2017,10000000,660000,Automatic,First Owner
